"Order Item Id",id,"Product Name","Product Category Id","Product Category Name","Department Id","Department Name"
TK58734,303,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
MC168013,304,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC158359,305,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK125075,306,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK97785,307,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR153271,308,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC146089,309,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK125075,310,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK87545,311,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR8675,312,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK121743,313,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK107373,314,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK54942,315,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK119770,316,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK119770,317,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
TK73253,318,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
MC161934,319,"Brooks Women's Ghost 6 Running Shoe",12,"Boxing & MMA",3,Footwear
TK62544,320,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
CR36079,321,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK53411,322,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
CR157949,323,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC174982,324,"DVDs ",67,DVDs,9,"Discs Shop"
TK53107,325,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK72158,326,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
MC146089,327,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
MC18049,328,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK113534,329,"TYR Boys' Team Digi Jammer",26,"Girls' Apparel",5,Golf
TK53107,330,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK85915,331,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
TK81513,332,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR34052,333,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC168736,334,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK111308,335,"Team Golf Tennessee Volunteers Putter Grip",40,Accessories,6,Outdoors
CR176898,336,"Fighting video games",75,"Video Games",9,"Discs Shop"
CR35091,337,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR172903,338,"Web Camera",62,"Cameras ",10,Technology
MC161745,339,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR174954,340,"DVDs ",67,DVDs,9,"Discs Shop"
MC146089,341,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK49054,342,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR8675,343,"TYR Boys' Team Digi Jammer",26,"Girls' Apparel",5,Golf
CR169326,344,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR157833,345,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC1160,346,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
MC133494,347,"Under Armour Hustle Storm Medium Duffle Bag",11,"Fitness Accessories",3,Footwear
MC1160,348,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK88470,349,"adidas Men's F10 Messi TRX FG Soccer Cleat",3,"Baseball & Softball",2,Fitness
MC4332,350,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK83065,351,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR152108,352,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK116361,353,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK70016,354,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR25195,355,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK85915,356,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC168013,357,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK127670,358,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR34052,359,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR135802,360,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK73059,361,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC11526,362,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC148406,363,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK75972,364,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC147289,365,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK62356,366,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK98108,367,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK85915,368,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK101556,369,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC18049,370,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK98108,371,"Hirzl Women's Soffft Flex Golf Glove",36,"Golf Balls",6,Outdoors
MC3341,372,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK78363,373,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC3341,374,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC174603,375,"Porcelain crafts",66,Crafts,4,Apparel
CR15812,376,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR132754,377,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK62693,378,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC150263,379,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC37919,380,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK116620,381,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC147712,382,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK91823,383,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC3398,384,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK86243,385,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC3398,386,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK83065,387,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC178629,388,"Men's gala suit",70,"Men's Clothing",4,Apparel
TK91823,389,"Titleist Pro V1x High Numbers Personalized Go",37,Electronics,6,Outdoors
TK87796,390,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
MC171169,391,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK88927,392,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
CR39664,393,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR160544,394,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR167133,395,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC8498,396,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR160544,397,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR165470,398,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR25195,399,"Nike Men's Deutschland Weltmeister Winners Bl",26,"Girls' Apparel",5,Golf
TK81690,400,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC13573,401,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
CR165470,402,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR134641,403,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC152617,404,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC132454,405,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR11215,406,"Team Golf San Francisco Giants Putter Grip",40,Accessories,6,Outdoors
CR138272,407,"Titleist Pro V1x Golf Balls",37,Electronics,6,Outdoors
MC13573,408,"Bridgestone e6 Straight Distance NFL San Dieg",37,Electronics,6,Outdoors
TK62107,409,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK75396,410,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK58801,411,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK81629,412,"Columbia Men's PFG Anchor Tough T-Shirt",29,"Shop By Sport",5,Golf
TK99195,413,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK86079,414,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
TK82645,415,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK107373,416,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
TK112132,417,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK119770,418,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC36529,419,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR157949,420,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC164014,421,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC164014,422,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
MC137137,423,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
CR11215,424,"Under Armour Women's Ignite Slide",13,Electronics,3,Footwear
CR138272,425,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC137137,426,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC152617,427,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC13573,428,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR1796,429,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR134203,430,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR22035,431,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR18112,432,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC2737,433,"Team Golf Tennessee Volunteers Putter Grip",40,Accessories,6,Outdoors
CR152108,434,"Polar FT4 Heart Rate Monitor",38,"Kids' Golf Clubs",6,Outdoors
TK125075,435,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC2751,436,"Titleist Pro V1x High Numbers Personalized Go",37,Electronics,6,Outdoors
TK103140,437,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK130130,438,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
MC163857,439,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR145416,440,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
CR160544,441,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
MC171169,442,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK81690,443,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR167133,444,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK58068,445,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK88927,446,"Team Golf Tennessee Volunteers Putter Grip",40,Accessories,6,Outdoors
CR40455,447,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK65307,448,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
CR160544,449,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
MC24341,450,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
CR39664,451,"Field & Stream Sportsman 16 Gun Fire Safe",45,Fishing,7,"Fan Shop"
TK75183,452,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC37919,453,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR22514,454,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR173839,455,"Dell Laptop",64,Computers,10,Technology
TK94030,456,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK87796,457,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR22514,458,"Glove It Women's Imperial Golf Glove",36,"Golf Balls",6,Outdoors
MC7889,459,"Team Golf St. Louis Cardinals Putter Grip",40,Accessories,6,Outdoors
TK90349,460,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR174328,461,"Industrial consumer electronics",65,"Consumer Electronics",10,Technology
TK98108,462,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR7152,463,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK99118,464,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR133411,465,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK102983,466,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
MC15114,467,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR159390,468,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
CR133411,469,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
TK62841,470,"Under Armour Kids' Mercenary Slide",13,Electronics,3,Footwear
TK57445,471,"Bridgestone e6 Straight Distance NFL Tennesse",37,Electronics,6,Outdoors
TK51597,472,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK120416,473,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR178214,474,"Porcelain crafts",66,Crafts,4,Apparel
TK57445,475,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK57007,476,"Nike Men's CJ Elite 2 TD Football Cleat",18,"Men's Footwear",4,Apparel
TK91405,477,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
TK57445,478,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK57007,479,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK79054,480,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
TK117394,481,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK57007,482,"Diamondback Women's Serene Classic Comfort Bi",43,"Camping & Hiking",7,"Fan Shop"
TK94483,483,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR159390,484,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK62841,485,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK91961,486,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK91719,487,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK57445,488,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK67776,489,"Under Armour Men's Tech II T-Shirt",5,Lacrosse,2,Fitness
CR40455,490,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK118936,491,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR159390,492,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
TK58902,493,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
CR159390,494,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK114168,495,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
TK58902,496,"Perfect Fitness Perfect Rip Deck",17,Cleats,4,Apparel
CR36869,497,"Nike Men's Free 5.0+ Running Shoe",9,"Cardio Equipment",3,Footwear
MC168714,498,"Nike Men's Dri-FIT Victory Golf Polo",24,"Women's Apparel",5,Golf
CR36869,499,"Under Armour Women's Ignite Slide",13,Electronics,3,Footwear
CR159390,500,"Under Armour Girls' Toddler Spine Surge Runni",29,"Shop By Sport",5,Golf
